SYMBOL	1_08_AD-F	10_11_AD-F	11_12_Normal-M	26_05_Normal-M	39_08_AD-M	39_10_AD-M	4_05_Normal-M
HNRNPDL	11.67440612	12.3308691	11.79775106	12.07145028	12.1340283	12.29950651	12.01997812
PGRMC1	11.72716076	12.128825	11.60841386	11.11856224	12.04631298	11.93959296	12.78986441
PTGES3	12.65846776	12.07643172	12.41363184	11.63109957	11.65346353	11.8318075	12.23486121
RPL12	12.12777037	11.93579284	12.28036054	12.18645746	11.91820035	11.91260954	11.64301721
PRKCA	12.02984356	12.20652453	11.54124438	11.83605704	12.37716789	12.06372993	12.63312646
RPS5	12.39103257	12.05575005	12.23831627	12.14331121	11.98521142	12.10413042	11.88964284
NACAP1	12.07187664	12.06210549	12.18640606	12.102895	12.058934	12.22119031	12.06336617
APLP2	11.89791878	12.0854078	11.67099099	11.97557204	12.0006677	12.00983499	12.32860681
UCHL1	11.39046894	11.95771895	11.02128649	10.92697938	12.3284607	11.63351583	13.3413338
FAM213A	11.97103404	12.12628021	11.26258486	11.84253996	11.97915803	11.98266087	12.36763899
OAT	11.80688697	11.97677252	11.3621609	11.59835204	12.16430294	11.90970667	12.4183017
TSPAN7	11.25046387	11.94126057	11.4168737	11.97018447	11.83795725	11.95067677	12.69776445
CAMK2A	11.99553776	11.96310034	12.08718327	12.03975361	12.58995661	11.75931848	12.26607455
LOC728392	11.9215674	12.07998237	11.2611893	11.89054314	11.97055428	11.86241936	12.63762111
HNRNPU	11.96418614	12.1747089	11.79623021	11.82441286	12.08360064	12.17507763	11.96877002
PNMA2	11.26110819	11.92163467	11.4556063	11.34703854	12.21758445	11.62015139	12.78864397
METTL7A	12.23575054	12.55226989	11.60025146	12.18013147	12.00946467	12.5360481	11.15378151
PSD3	11.75688899	12.07576844	11.9755991	12.06865181	11.6643636	11.99914979	12.39247251
SORT1	11.92706183	12.25315548	11.90332067	11.74445875	12.37312115	12.16808762	12.33884743
CMBL	12.04831216	12.0480627	12.21880398	12.31970663	12.10544301	12.20396773	11.90496991
BNIP3	11.92813451	11.97580109	11.7517065	11.84413822	12.34677182	12.03424179	12.4263669
RPL3	11.98584563	11.99568423	12.10547091	12.21357083	11.8913916	11.95114751	11.99656869
PFN2	11.67879333	11.82865572	11.26653941	11.44184877	12.18922713	11.88182163	13.00987165
PON2	12.12701107	12.07691753	11.71593069	12.46797619	11.86007793	12.45557606	11.33292101
NDUFB8	11.77540114	12.05903275	11.89039509	12.02992584	12.38826117	11.74243796	12.28856998
HLA-C	12.18303404	11.88160272	11.84255356	11.98617179	11.74000035	12.00023557	11.68301479
MLLT11	11.175007	11.57075467	11.6699742	11.1568769	12.39203868	11.49430367	13.04158021
LUC7L3	11.90840326	11.75816292	12.57541164	12.53330463	12.23599259	12.16272955	11.53360968
DAZAP2	12.05109279	12.15403216	11.68655455	11.90673775	11.87824243	12.14068756	11.81490495
HMGN2	12.01104797	11.88604205	11.81505494	12.15979538	11.49558558	12.05277581	11.72678745
PRDX1	12.31913376	12.14278841	11.78329536	11.98866006	11.91664303	12.02813244	11.71151789
CSDE1	12.12230909	12.00604369	12.15184293	11.95807067	12.01149277	12.03649701	12.07156467
ISCU	11.60780767	11.90293291	11.50583518	11.60026088	12.11519971	11.79573424	12.4566335
TMBIM6	12.17991553	12.13467888	11.91227045	12.21286547	11.90349593	12.16214404	11.60942868
PTTG1IP	12.30192804	12.18168473	11.83739861	12.15740752	11.9729284	12.29276396	11.37809337
NRGN	11.30275461	11.60391032	11.92725096	12.07819198	11.97502961	11.49766396	12.53534941
GATM	12.09907147	11.9872512	12.29724826	12.26734455	11.65549254	12.21424977	11.54977272
MYL6	12.14042014	12.02572571	11.8726178	12.05058512	12.02882772	12.02882772	11.98872494
HMGN3	11.95535407	12.21453489	11.71242374	11.87578428	12.0003346	12.07241025	11.75715494
MXRA7	12.40267511	11.94439782	11.54049607	11.68381776	11.98778019	11.94985286	12.19084484
CANX	12.12605368	12.01761061	11.76713095	11.94427754	11.90389426	12.16890693	11.82450156
PEG3	11.23085917	11.89859649	11.95391624	11.24154216	12.36185262	11.78371784	12.48712842
LAMP2	11.95696187	12.23189909	12.04494564	11.84197864	12.16244334	12.29283551	11.57899495
RAB1A	11.8838566	11.86880906	11.5196976	11.70342435	11.85284885	11.87716721	12.45723111
NRCAM	11.86522408	11.82371231	11.51399719	11.91470426	11.83860794	11.86130088	12.39321709
VDAC3	11.6958936	11.9529185	11.75487641	11.89819014	12.16099893	11.70130485	12.38458202
OIP5-AS1	11.46142631	11.78088858	11.76330132	11.54670008	12.25575053	11.90920342	12.40495988
TSPYL4	11.65995634	11.86841422	11.97651726	11.50546683	12.0367992	11.81258004	12.20095627
MBNL2	11.90994908	11.997624	12.08142963	11.78389796	11.89612418	12.05526099	11.91479905
ATP5F1	11.62397654	11.93163516	11.19745988	11.66542951	11.92155392	11.82430273	12.58184453
TSPYL1	11.14558671	11.81802273	11.50375129	11.41876871	11.9782183	11.79730871	12.67317214
TJP1	12.06455534	12.14074737	12.19530809	12.22571239	12.07046691	12.29530272	11.23126756
RHOB	12.06329878	11.96157819	11.61777043	12.37761368	11.79817886	12.13633984	11.69923161
PSAT1	12.10090879	12.21960465	11.87812716	11.99626026	11.96278902	12.17245948	11.54446053
SERPINE2	12.04334915	11.93709934	11.56214137	12.1411697	11.83780251	12.04388897	11.50758137
TERF2IP	11.63449026	11.80550484	11.71258788	11.51282166	11.95381144	11.78247067	12.27556524
ITM2C	12.03697063	11.98885349	11.36059297	12.15790261	11.66338295	12.16869665	11.68320669
IRS2	12.107366	12.08202494	11.50805843	12.03394124	12.11890105	12.04944185	12.25682961
ARPP19	12.11065703	12.01463417	12.14323973	11.97621274	11.98465659	11.98126763	11.83146141
MAP4	12.1384488	12.12921055	12.59528625	12.30821838	12.05441152	12.13695908	11.47712253
PLEKHH1	11.42540416	12.3253362	12.21314304	12.27983922	12.20238426	12.49669581	11.15056079
CHCHD2	12.05561699	11.90991168	11.17266093	11.76123621	11.63454393	11.73750305	12.38078763
LDHA	11.88715172	11.53517469	11.61496269	12.03588174	12.1109549	11.4972499	12.44048742
HLA-B	12.24212808	11.89689508	11.63542071	11.89689508	11.7102506	11.81186412	11.58983448
PFDN5	12.24857915	11.97069509	12.18454467	11.94147735	11.89306733	11.79002195	11.79673495
KIAA1598	11.68439623	12.02712332	12.36288649	12.11667146	11.99667068	12.22981177	11.52546052
NDUFB1	11.74661912	11.97515913	11.51022706	11.59526928	12.25804019	11.74266639	12.24439483
NAPB	10.99454115	11.79690839	11.25283316	11.03374548	12.22609351	11.46527241	12.91815432
HLA-A	12.20086186	11.91664867	11.74400905	11.8285244	11.83152674	11.81284314	11.64976068
MDH1	11.07607394	11.68181757	10.73156785	10.93758697	12.26445283	11.47171482	13.24762739
SLC25A3	11.60521048	11.91377337	11.28147474	11.61101192	11.8463612	11.71599505	12.33967087
PAQR6	11.938021	11.88513835	12.43324811	12.60983608	12.07577343	12.00832822	10.95883612
NDRG1	12.11166281	12.03133095	12.19137774	12.1691097	12.24679073	12.46697487	11.23330802
TMEM47	12.25445203	12.2570936	11.64238955	11.58119966	11.52383396	12.0255981	11.62660915
RAPGEF5	11.71178253	12.10859232	11.78810846	11.75447364	12.15988882	12.21920854	11.88909669
ASAH1	11.83110014	11.95629417	11.35906855	11.73706302	11.9507804	12.02152395	11.74862011
TOMM20	11.15175187	11.73332675	11.08437355	11.0567491	11.90895062	11.73401238	12.6285417
SORL1	11.64286229	11.87038097	11.26267979	11.80776331	11.94080935	11.91563274	12.06454964
ERBB2IP	12.04741888	12.29824615	12.26139189	12.37294791	12.07908646	12.18257523	11.06467415
UQCRB	11.85067903	11.81794764	11.84321891	11.70944842	11.80278385	11.62431185	12.16517322
OGT	11.79195306	12.038804	11.87600732	11.70349864	11.98685555	11.95738364	11.89148358
RPL8	12.04300417	11.94397632	11.95190381	11.7714363	11.7279098	11.6727952	11.90835364
CYFIP2	11.57132048	12.02049002	11.26458303	11.18566632	12.29752797	11.7976747	12.49878796
APLP1	11.66040452	11.953424	11.96051444	11.7457531	11.96534662	11.76440578	11.85187187
COX5B	11.89825934	11.96642222	11.24434791	11.50672293	12.34671553	11.59503204	11.99360908
NAP1L1	11.96481169	11.86419872	12.31202031	11.72754562	11.57948145	11.79725097	11.89584647
SDCBP	11.93488809	11.86595738	11.53758717	11.69266929	11.7654145	11.81821984	12.30900655
ERH	11.82077155	11.83309525	11.60940364	11.81464924	11.82370585	11.85177947	11.9435783
NELL2	11.34679878	11.75279019	10.47990213	10.52937844	12.1775035	11.50977208	13.32982802
DNER	11.92554926	12.10340279	11.27263731	11.72624197	11.80123429	11.92044339	11.85047072
ATP8A1	11.40282182	11.96402979	11.73626818	11.66263385	11.84943558	11.90602734	12.14434995
SCARB2	11.65861661	12.04521228	11.48859999	11.74373582	11.92417005	12.02544948	11.59971587
PUM1	11.67514767	11.88410525	11.89008766	11.8049125	11.89940845	11.80663387	11.92820696
EFHD1	12.03856515	12.2844104	12.03847417	12.00878345	12.26485606	12.30150548	10.90939364
FOXG1	11.55464149	11.94612373	11.43987492	11.36306732	12.10347786	11.76204966	12.08341732
DYNLRB1	11.80189838	11.66823461	11.84957284	11.62226161	11.99737476	11.51063313	12.03838327
NAP1L3	10.86470006	11.58848235	11.48712552	11.02569158	11.98985985	11.30572844	12.39809877
H2AFV	11.67662372	11.81828247	11.88062214	11.84518138	11.84630446	11.9003502	11.76013322
RPS9	12.07620588	12.03929127	11.66376651	11.74792914	11.8353406	11.8150823	11.68379726
KIF1B	11.51327552	11.94515129	11.66482386	11.50285355	11.95400808	11.81920403	12.0156954
SASH1	12.04164932	12.16332123	11.981942	11.94759233	11.90258624	12.08015319	11.45595398
TXNIP	12.16841414	12.27938886	11.64969829	12.340868	11.85339651	12.48393433	10.33044407
CD63	12.08944595	11.91143427	11.72623497	11.93544493	11.71444465	11.75771889	11.75649406
TUBB	11.49691538	11.55133427	11.582559	11.82505021	11.41740801	11.23307653	12.51634979
RHEB	11.75013395	11.77560343	11.44496728	11.62119888	11.92542422	11.74881888	12.17951587
ARL8B	11.55610685	11.71750155	11.48914031	11.31761109	11.84574042	11.75598222	12.32103641
HINT1	11.8134324	11.83861882	11.18229503	11.22976975	12.06192778	11.59140044	12.32952647
RAB10	11.84322914	11.93358494	11.68156796	11.77478366	11.91082523	12.01248757	11.78654104
FAM127A	11.51354236	11.8039106	11.48897814	11.66980817	11.86644362	11.55279795	12.05357966
SUB1	11.50088392	11.76352548	11.47391566	11.50082708	11.5423881	11.69472037	12.50556686
RGCC	11.97265231	12.30509257	11.95777073	12.05445759	12.08779401	12.47056768	11.22824827
REEP5	11.42692006	11.67645233	11.70191312	11.25383222	11.83956209	11.63692257	12.12645611
HLA-DPA1	12.14772595	12.07122946	11.13689157	11.46463387	11.34323676	11.36689752	11.694087
NDRG4	11.13081827	11.63737426	10.77878682	11.11463685	12.13291906	11.5084321	12.72192173
OCIAD1	11.35651439	11.78141195	11.14896766	11.34547862	11.78500996	11.67072202	12.39173272
APOD	11.85427803	11.8932449	11.92338693	12.00384507	11.95454551	11.88498745	11.09850154
ANLN	12.12941922	12.49769067	12.50729282	11.92389064	12.0475688	12.32693001	10.79510403
PRDX2	11.75145392	11.68570293	11.01450186	11.56922758	11.95094392	11.46432156	12.44461575
SPOCK3	11.83381807	12.12763809	12.06095249	11.44356955	11.85296883	11.83381807	11.64587772
GPX4	11.81185378	11.63460306	11.1181545	11.65012077	11.95290726	11.47713076	12.14214645
HNRNPA2B1	11.96282549	11.82746436	12.0246136	11.71969871	11.50965767	11.81484175	11.68360616
HBB	12.56759215	11.90573366	12.42794228	12.51447685	11.28042057	10.60052053	12.41505495
COX7A2	11.73356169	11.87715138	11.25273794	11.39934328	12.1268168	11.53915116	12.09010811
SH3BGRL	11.7891102	11.8412912	11.50340355	11.8412912	11.54796145	11.72106459	11.85161712
TIMP2	11.51707205	11.64669606	11.4683204	11.61692904	11.70339328	11.74517572	11.80485613
KTN1	11.83376861	11.99609532	12.12420322	11.92937318	11.82848218	11.92084722	11.30412774
ATP2A2	11.36277398	11.64125999	11.24633311	11.11231334	11.99468635	11.57385713	12.52699804
SET	11.89869996	11.75440764	12.19853873	11.75266032	11.86286124	11.80174566	11.68990792
OSBPL1A	11.58861121	11.77841563	11.9559307	11.80542158	11.86141678	11.90173362	11.64743437
SCOC	11.17349871	11.64147603	11.2277232	11.27381606	11.49009226	11.6442457	12.64119861
USP11	11.30656793	11.64123235	11.34264713	11.48932815	11.65273734	11.41116935	12.35918404
NDFIP1	11.10408145	11.705425	10.86659449	11.25221493	11.83439411	11.59994427	12.46261348
GMFB	11.66500434	11.64542744	11.8166165	11.77960213	11.67184788	11.74790839	12.04209189
HNRNPH1	11.59677132	11.76915377	11.81596072	11.74776867	11.73954679	12.05547703	11.70970247
HSPH1	12.22673408	11.57322399	12.34887042	10.5450836	11.36398185	11.31335236	12.19487934
MT1G	11.87030043	11.8057936	11.39330465	12.227649	12.61413501	11.87212769	11.27463117
NDUFB9	11.61639312	11.80964454	11.36475076	11.70880101	12.03835828	11.47372224	11.9491419
TUBB4B	11.41595071	11.69794176	11.18888088	11.86471001	11.47552156	11.25961781	12.41841563
ARF3	11.24326108	11.74779254	11.09823893	11.50801845	11.89440899	11.64046516	12.19520043
FGF1	12.0250309	12.01501799	12.17236879	12.05306118	11.72646491	12.03099177	10.86820012
RNF11	11.34156253	11.65375533	11.60980768	11.55633674	11.58806347	11.63084053	12.32050264
ANP32B	12.21397015	11.98105986	12.45781612	12.14857138	11.75792809	11.82042038	11.20403598
ZFR	11.81939292	11.98856713	11.76427129	11.51036487	11.8332207	11.7994634	11.74786467
ATP5I	11.83395426	11.83123137	11.68784636	11.50180984	11.98341582	11.4914765	11.84478983
TUBB2B	11.69115666	12.00691332	11.29924115	12.55038876	11.22570055	11.84953437	11.60312238
WRB	11.58534061	11.88216394	11.38820254	11.39335794	11.45366458	11.71334298	11.9684704
NDUFB4	11.79375697	11.67731167	11.40358419	11.57280678	11.76881805	11.47287651	12.02137176
ARHGEF12	11.75088151	11.87982373	11.75080653	11.86007972	11.69737527	11.78338356	11.67308247
HNRNPC	11.99431388	11.8297176	11.87310645	11.61713493	11.55009713	11.51515207	11.81790092
CNBP	11.78724629	11.78597226	11.42597744	11.43065923	11.62090116	11.58273233	11.94709204
RHOBTB3	11.85598487	11.8099232	11.77809048	12.21629711	11.48264103	12.13009849	10.96621477
DOCK4	11.37190434	12.06340798	11.01864478	11.27415307	11.97861702	11.86447066	12.21265485
AIDA	11.96653254	11.9259615	12.07177877	11.98166054	11.8154327	12.03635008	11.16848234
TACC1	11.49359151	11.85169076	11.47791378	11.9225495	11.78871305	11.82241362	11.69518196
PPA1	11.81503581	11.71922506	11.4921908	11.34354825	11.86644557	11.53648013	12.17056092
ARHGAP35	11.63945606	11.89094975	11.74564319	11.45365619	11.96589035	11.67266069	11.94460512
MOBP	11.76656086	11.70102512	12.51796811	12.55971588	11.6183133	11.74525641	11.01643088
CLTA	11.6204008	11.68816875	11.61024292	11.53832125	11.7338287	11.4945064	11.96445687
MAPT	11.65015812	11.71077564	11.79367687	11.80512244	11.85954887	11.61239573	11.69526129
CD9	11.9801989	12.02053357	11.76545889	11.46900853	11.53996929	11.93652834	11.15548015
WASF1	11.12303791	11.6535446	10.86712653	10.87862197	12.11486165	11.6384761	12.69193005
GNB1	11.54499399	11.60741542	11.52733818	11.60232739	11.90106191	11.51121377	12.01111152
HP1BP3	11.55768621	11.82909503	12.00245229	11.6659707	11.73086451	11.93534441	11.48900184
SOX2-OT	11.011488	11.80345693	11.79826403	11.60845452	11.65802251	12.12089179	11.54478638
STMN2	10.11546572	11.29552405	10.94066353	10.36052517	12.41910156	11.02749496	13.09962961
PRDX6	12.26546922	11.91110432	11.55332678	11.78696013	11.45459642	11.98763404	10.86618005
CASC4	11.70273218	11.81291986	11.54290865	11.81216488	11.64317073	11.92839019	11.53631028
MT1F	11.87634319	11.82048206	11.30186836	11.89917126	12.53601221	11.77865054	11.23056191
BTF3	11.89014566	11.71208443	11.70682302	11.55795784	11.49022304	11.55721162	11.64664323
GAS7	11.10991232	11.59244414	11.59305393	11.78717381	11.77622302	11.66473109	11.54883756
MACF1	11.79366335	11.92942524	11.73618502	12.08664392	11.85628506	11.85179756	11.34760012
ZBTB20	12.21582076	11.72258232	12.02860191	11.82427227	11.82963048	11.91712269	11.59315611
SAT1	11.84347175	11.71015512	11.18004104	12.01217777	11.35231545	11.48547978	11.44059006
SERPINA3	12.6496715	11.6145575	11.7123629	13.32225767	11.45541171	12.10251553	11.22458301
UQCR10	11.52593776	11.64046505	11.17731433	11.55573082	11.74790414	11.45987548	12.05390728
NARS	11.46847279	11.62510942	11.3621609	11.37629601	11.82767371	11.55820457	12.0122867
CTNNB1	11.60484202	11.73612313	11.22854657	11.68989307	11.62938156	11.89769952	11.86533993
ITGB1	11.89648184	11.84241393	12.07440669	12.05370555	11.6533075	11.88169101	11.0739889
SPCS2	11.98225844	11.85016401	11.48054047	11.67254467	11.66280436	11.70526277	11.44024129
LRRC8A	11.96213157	11.66001038	11.67844654	12.21673784	11.7844948	11.6987839	11.2748979
GABBR1	11.25760515	11.50483512	11.2328192	11.92889522	11.55087324	11.56702888	11.91482647
PPP3CB	11.0883144	11.60655643	10.93048229	10.65786553	11.94175982	11.35555893	12.78946391
DNM1	10.90523053	11.50507662	11.06947743	11.23899784	11.94156324	11.27253301	12.39092385
ATXN10	11.2775592	11.66380126	10.80801063	11.24508449	11.72866873	11.4348843	12.52538608
BNIP3L	11.3423568	11.65942628	11.18877691	11.36624062	11.65912157	11.7472315	11.94929708
SGK1	11.51804501	12.02848757	11.76535406	11.7228474	12.00722983	12.3852056	11.31947525
WDR82	11.4687069	11.76349236	11.56375166	11.53657209	11.8197929	11.52021465	11.72766384
DDX3X	11.95986555	11.969974	11.22825288	11.39965508	11.61758674	11.63488895	11.16914055
LRRFIP1	11.47297665	11.46135654	11.95134748	12.00266066	11.74520954	11.88096636	11.5133916
TMEM30A	11.22652265	11.6765148	11.12135615	11.40034332	11.79025065	11.90065301	12.0222008
MYEOV2	11.93383167	11.87972847	11.01212403	11.2692667	12.15107302	11.80696485	11.63805719
VAPA	11.67960088	11.6656169	11.61024177	11.42533977	11.72808601	11.57576946	11.8395421
PMP22	11.82546092	11.93863677	11.60737613	11.57426891	11.48584484	11.8346814	11.01108262
ARPC2	11.52836655	11.47721781	11.27668905	11.3544787	11.65064337	11.32917751	12.14935397
TMEM178A	10.97215054	11.49287089	11.53319642	11.50504354	12.12644145	11.45069331	12.04021134
CSTB	11.90675929	11.63323787	11.69595418	11.7779411	11.40955342	11.61125958	11.39730843
LINC00844	12.10680876	12.13190241	11.72861443	11.61371844	11.97748671	12.18779602	10.5993939
SF3B1	11.66981424	11.77548637	11.80192354	11.80098916	11.57496305	11.85628853	11.40556833
AKAP11	11.20682446	11.65456921	11.02102392	11.00604935	11.65456921	11.60103261	12.32658947
HNRNPD	11.28882684	11.63964318	11.33372527	11.62895869	11.59900107	11.64545713	11.77573933
WSB2	11.51255736	11.39339146	11.59557121	11.46977629	11.66276418	11.42544755	12.11637824
LMO3	11.17307032	11.65644283	11.0618685	11.20742246	12.031869	11.46458775	11.78760841
HNRNPR	11.4352408	11.60932025	11.39345664	11.43434273	11.69364769	11.65680914	11.78317796
ADD1	11.43296661	11.67314438	11.52824741	11.83216086	11.79284845	11.81782275	11.52128097
C14orf132	11.62907493	11.88792529	11.08433216	11.55322078	11.43185173	11.62907493	11.79535565
SLC17A7	11.26981152	11.93613587	10.83829465	10.8167915	11.69977676	11.45249199	12.51475857
COX7B	11.52036612	11.57556714	11.10828901	11.37601071	11.6824503	11.24705671	12.138778
CYB5R3	11.74881135	11.60703255	11.30554812	11.87876008	11.47770573	11.74294169	11.54522145
HIF1A	11.54057164	11.68058621	11.28200372	11.99374882	11.49240756	11.62589167	11.81392121
TBCA	11.40358047	11.52266434	11.40945509	11.52873462	11.45878721	11.45744929	11.86424169
ATP6V0E2	11.43811711	11.32532373	10.78243341	11.31599129	11.81508374	11.29331051	12.33784675
